Tools,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821212,1696194886.868960013,1,OK,61.8693801,-66.8027887,-27.9474922,94.280,-135.586,-1103.682,0.2169442,4,OK,94.263,-135.592,-1103.813,OK,54.543,-160.455,-1086.016,OK,0.101,-165.018,-1073.580,OK,1.317,-222.377,-1052.149
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821215,1696194886.918960013,1,OK,70.7033299,-66.0564216,-24.0110697,92.316,-133.354,-1102.793,0.2372563,4,OK,92.314,-133.360,-1102.962,OK,59.396,-166.114,-1083.933,OK,7.649,-182.260,-1069.936,OK,21.822,-237.925,-1048.687
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821218,1696194886.968960013,1,OK,91.5035051,-62.0768425,-31.3402216,88.755,-130.990,-1101.436,0.2190310,4,OK,88.734,-130.987,-1101.593,OK,63.887,-169.420,-1081.151,OK,16.890,-196.811,-1067.620,OK,42.972,-245.636,-1041.390
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821221,1696194887.018960010,1,OK,104.8551766,-59.8057575,-32.4134899,86.215,-129.396,-1100.516,0.1746656,4,OK,86.182,-129.380,-1100.617,OK,69.817,-171.515,-1079.121,OK,29.536,-207.857,-1064.874,OK,64.978,-249.001,-1036.447
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821224,1696194887.068960010,1,OK,101.4796073,-59.8920691,-26.4306737,85.369,-127.652,-1099.906,0.1706529,4,OK,85.347,-127.637,-1099.998,OK,71.405,-170.040,-1077.289,OK,33.093,-207.426,-1060.636,OK,71.250,-247.110,-1033.682
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821227,1696194887.118960010,1,OK,93.4319984,-59.4233053,-18.4864422,85.070,-126.329,-1099.798,0.1752680,4,OK,85.061,-126.307,-1099.898,OK,71.819,-168.050,-1075.510,OK,34.001,-204.326,-1055.635,OK,73.124,-244.334,-1030.655
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821230,1696194887.168960010,1,OK,90.0402788,-58.6279599,-10.0994883,83.038,-126.586,-1099.601,0.1680190,4,OK,83.032,-126.550,-1099.680,OK,74.431,-168.664,-1073.851,OK,40.708,-206.931,-1050.652,OK,84.173,-243.800,-1028.153
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821233,1696194887.218975253,1,OK,86.7979453,-59.1160553,2.0132029,81.961,-128.088,-1099.715,0.1594797,4,OK,81.943,-128.039,-1099.758,OK,81.461,-171.079,-1074.000,OK,55.459,-213.281,-1047.960,OK,105.325,-244.568,-1030.942
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821236,1696194887.268975253,1,OK,83.3123655,-61.2572452,14.5869093,81.416,-130.349,-1098.384,0.1450427,4,OK,81.372,-130.311,-1098.391,OK,89.148,-174.049,-1075.090,OK,71.692,-220.225,-1048.801,OK,126.579,-245.352,-1038.620
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821239,1696194887.318975253,1,OK,85.6050021,-64.9906720,21.9211541,80.566,-132.817,-1097.089,0.1419089,4,OK,80.499,-132.802,-1097.070,OK,96.151,-176.259,-1077.480,OK,87.428,-226.144,-1053.916,OK,145.911,-243.116,-1048.113
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821242,1696194887.368975253,1,OK,91.7915231,-67.1970615,24.3804350,77.849,-133.776,-1096.563,0.1489691,4,OK,77.769,-133.773,-1096.495,OK,100.004,-175.162,-1079.004,OK,99.150,-226.624,-1057.241,OK,159.544,-235.047,-1052.908
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821245,1696194887.418959856,1,OK,87.1640011,-65.9264683,38.1603297,75.487,-134.166,-1096.646,0.1625171,4,OK,75.405,-134.170,-1096.565,OK,104.806,-171.606,-1080.721,OK,113.224,-222.042,-1058.239,OK,174.265,-221.907,-1059.649
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821248,1696194887.468959856,1,OK,85.6859836,-64.2740898,49.5378182,71.229,-133.542,-1097.147,0.1764552,4,OK,71.163,-133.560,-1097.047,OK,107.214,-165.598,-1083.206,OK,125.180,-213.427,-1060.688,OK,185.049,-204.041,-1067.368
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821251,1696194887.518959856,1,OK,85.6228927,-61.6550571,63.4977095,68.481,-133.752,-1096.799,0.1904422,4,OK,68.438,-133.792,-1096.713,OK,111.869,-156.740,-1086.331,OK,142.065,-198.518,-1064.969,OK,197.315,-177.029,-1078.802
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821254,1696194887.568943710,1,OK,88.9571158,-61.6422841,75.4188849,64.969,-136.010,-1096.748,0.1960870,4,OK,64.959,-136.060,-1096.669,OK,113.409,-147.887,-1090.904,OK,154.624,-181.110,-1073.271,OK,201.511,-147.132,-1092.068
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821257,1696194887.618943710,1,OK,89.5992352,-65.2267166,79.5479681,60.990,-137.762,-1096.358,0.1974450,4,OK,60.994,-137.817,-1096.263,OK,110.345,-146.244,-1092.725,OK,154.478,-177.235,-1078.418,OK,198.079,-138.657,-1096.362
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821260,1696194887.668943710,1,OK,87.1097789,-67.9572874,85.4484939,57.590,-139.584,-1097.080,0.2018647,4,OK,57.603,-139.647,-1096.973,OK,107.413,-145.653,-1095.786,OK,153.570,-174.959,-1084.704,OK,194.455,-133.341,-1102.368
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821263,1696194887.718925730,1,OK,84.4391304,-68.1478246,92.2321604,55.640,-140.905,-1099.382,0.1980488,4,OK,55.668,-140.970,-1099.284,OK,105.761,-143.816,-1100.296,OK,154.090,-170.200,-1091.488,OK,191.482,-125.975,-1110.593
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821266,1696194887.768925730,1,OK,83.5182211,-67.5583642,98.2551405,54.780,-142.148,-1100.991,0.1964467,4,OK,54.825,-142.214,-1100.901,OK,104.903,-140.994,-1103.913,OK,155.506,-163.298,-1096.984,OK,188.401,-116.344,-1117.786
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821269,1696194887.818925730,1,OK,81.7106953,-66.5381782,104.5840995,53.749,-142.861,-1102.852,0.1929135,4,OK,53.809,-142.933,-1102.777,OK,103.492,-138.244,-1108.031,OK,155.767,-156.870,-1103.201,OK,184.353,-108.020,-1125.970
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821272,1696194887.868925730,1,OK,80.7001883,-66.1726065,108.0038735,52.943,-143.285,-1103.964,0.1884949,4,OK,53.009,-143.359,-1103.899,OK,102.338,-136.845,-1110.361,OK,155.366,-153.501,-1106.807,OK,181.564,-103.714,-1130.375
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821275,1696194887.918905853,1,OK,80.3068729,-65.4749370,110.4114188,52.196,-143.355,-1105.054,0.1957025,4,OK,52.271,-143.429,-1104.991,OK,101.247,-135.428,-1112.450,OK,154.803,-150.375,-1109.766,OK,178.980,-100.025,-1134.268
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821278,1696194887.968905853,1,OK,80.4850807,-65.4076548,112.3421710,51.154,-144.047,-1105.893,0.1857316,4,OK,51.233,-144.120,-1105.848,OK,99.797,-134.463,-1113.931,OK,153.859,-147.594,-1112.056,OK,175.987,-96.431,-1136.823
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821281,1696194888.018905855,1,OK,81.0523155,-66.0153298,110.9760466,49.319,-144.026,-1107.002,0.1891478,4,OK,49.395,-144.098,-1106.942,OK,98.159,-134.954,-1114.427,OK,152.038,-148.750,-1112.021,OK,175.056,-97.613,-1136.089
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821284,1696194888.068905855,1,OK,84.4998115,-64.3207568,103.7865717,46.855,-142.616,-1108.757,0.1867623,4,OK,46.916,-142.685,-1108.706,OK,96.415,-136.408,-1114.048,OK,149.320,-152.937,-1108.532,OK,176.149,-104.037,-1133.172
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821287,1696194888.118905855,1,OK,91.5883556,-63.3810275,89.7981782,42.210,-141.196,-1112.144,0.1841811,4,OK,42.243,-141.252,-1112.084,OK,92.406,-139.819,-1112.193,OK,142.658,-161.125,-1100.753,OK,176.448,-115.585,-1123.098
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821290,1696194888.168905854,1,OK,94.7587800,-59.5611771,77.7868794,37.941,-138.792,-1116.223,0.1753169,4,OK,37.941,-138.841,-1116.179,OK,87.628,-143.708,-1110.948,OK,133.300,-170.338,-1093.096,OK,174.797,-130.974,-1114.124
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821293,1696194888.218929517,1,OK,95.8045026,-59.2524115,56.9726892,33.649,-134.561,-1120.415,0.1555702,4,OK,33.602,-134.587,-1120.351,OK,77.956,-153.587,-1106.579,OK,109.996,-192.034,-1081.788,OK,164.267,-166.684,-1093.526
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821296,1696194888.268929518,1,OK,97.0485853,-62.8164571,38.7440613,34.022,-131.508,-1123.069,0.1707123,4,OK,33.948,-131.519,-1122.968,OK,69.563,-162.106,-1105.408,OK,86.884,-208.933,-1080.238,OK,146.973,-197.826,-1082.112
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821299,1696194888.318952625,1,OK,87.7133808,-60.7184756,38.6900270,38.168,-129.327,-1125.000,0.1566637,4,OK,38.093,-129.323,-1124.931,OK,68.269,-164.641,-1106.008,OK,77.749,-212.711,-1079.140,OK,138.833,-211.617,-1081.119
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821302,1696194888.368952625,1,OK,83.1338411,-62.4202737,37.4966640,42.960,-128.420,-1126.549,0.1557291,4,OK,42.891,-128.417,-1126.483,OK,69.198,-167.046,-1108.266,OK,73.556,-216.542,-1082.737,OK,134.475,-221.399,-1084.022
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821305,1696194888.418952624,1,OK,82.5105726,-64.3919240,32.0337879,47.743,-127.710,-1127.287,0.1434142,4,OK,47.675,-127.700,-1127.246,OK,69.261,-169.152,-1109.010,OK,67.664,-219.509,-1084.893,OK,127.855,-230.198,-1083.573
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821308,1696194888.468952624,1,OK,85.2097971,-66.1224890,21.9897781,52.003,-127.211,-1127.366,0.1426428,4,OK,51.935,-127.196,-1127.337,OK,67.314,-171.116,-1108.623,OK,58.271,-221.414,-1086.030,OK,116.654,-238.835,-1080.503
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821311,1696194888.518952625,1,OK,77.9349446,-64.1503339,19.0852709,58.064,-126.263,-1127.954,0.1479340,4,OK,58.019,-126.239,-1127.958,OK,65.331,-171.384,-1107.317,OK,47.445,-218.503,-1083.175,OK,101.928,-245.436,-1075.932
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821314,1696194888.568952625,1,OK,72.3891375,-62.8240524,14.4034827,62.377,-126.022,-1128.147,0.1612607,4,OK,62.349,-125.991,-1128.181,OK,61.345,-170.976,-1105.948,OK,35.062,-213.593,-1081.061,OK,84.027,-249.035,-1071.323
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821317,1696194888.618952625,1,OK,79.5437774,-61.6393599,4.9078743,64.811,-125.654,-1127.051,0.1675031,4,OK,64.793,-125.615,-1127.118,OK,61.195,-169.637,-1103.265,OK,32.256,-210.733,-1078.715,OK,79.630,-246.780,-1064.221
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821320,1696194888.668952624,1,OK,81.7038218,-56.7094788,1.8256096,67.069,-125.328,-1128.459,0.1801205,4,OK,67.081,-125.277,-1128.529,OK,62.742,-166.970,-1100.929,OK,33.080,-205.529,-1073.140,OK,79.999,-240.466,-1054.885
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821323,1696194888.718952624,1,OK,75.4513751,-55.7896882,0.4666687,73.162,-126.698,-1127.854,0.2082511,4,OK,73.194,-126.654,-1127.979,OK,63.280,-166.899,-1099.555,OK,28.661,-200.830,-1071.504,OK,70.556,-241.118,-1052.147
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821326,1696194888.768952625,1,OK,77.9960247,-57.3347318,-8.4782357,74.335,-128.544,-1125.735,0.2080070,4,OK,74.363,-128.516,-1125.863,OK,58.577,-167.793,-1098.836,OK,18.785,-198.723,-1074.357,OK,55.162,-242.518,-1051.743
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821329,1696194888.818952625,1,OK,65.0234117,-62.5915947,-6.3629683,75.146,-131.142,-1121.136,0.2295463,4,OK,75.167,-131.130,-1121.286,OK,51.579,-168.894,-1097.986,OK,6.119,-193.631,-1076.702,OK,32.913,-245.509,-1058.183
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821332,1696194888.868952625,1,OK,69.0728716,-63.4858719,-14.9655141,72.672,-131.639,-1117.723,0.2426891,4,OK,72.687,-131.638,-1117.899,OK,45.261,-167.476,-1095.837,OK,-3.049,-189.046,-1077.544,OK,19.047,-242.232,-1056.697
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821335,1696194888.918967467,1,OK,72.8875308,-63.4395253,-27.3046437,70.125,-130.779,-1116.345,0.2423666,4,OK,70.121,-130.775,-1116.525,OK,36.627,-162.080,-1096.152,OK,-15.524,-176.796,-1081.827,OK,-2.323,-231.487,-1057.639
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821338,1696194888.968967467,1,OK,81.9938794,-57.5898749,-44.5379052,65.782,-128.306,-1117.307,0.1685587,4,OK,65.758,-128.255,-1117.391,OK,27.058,-153.293,-1098.079,OK,-27.815,-160.905,-1088.556,OK,-23.704,-212.758,-1056.320
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821341,1696194889.018967470,1,OK,83.7215656,-52.7134055,-52.3568684,63.408,-126.808,-1119.641,0.1715369,4,OK,63.375,-126.722,-1119.641,OK,21.639,-146.733,-1101.188,OK,-34.223,-149.059,-1094.647,OK,-36.624,-197.693,-1057.638
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821344,1696194889.068967470,1,OK,82.3744312,-52.0404412,-58.7421748,61.231,-126.612,-1122.005,0.1868344,4,OK,61.200,-126.504,-1121.987,OK,16.405,-141.350,-1106.138,OK,-39.661,-137.330,-1103.236,OK,-49.966,-184.501,-1065.693
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821347,1696194889.118967470,1,OK,76.2013953,-56.5753447,-62.7445168,59.399,-128.053,-1123.267,0.1818603,4,OK,59.383,-127.950,-1123.236,OK,11.867,-136.185,-1110.737,OK,-42.823,-123.093,-1110.320,OK,-62.860,-170.344,-1076.880
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821350,1696194889.168967470,1,OK,70.7749187,-61.4462645,-66.0451140,58.221,-129.681,-1122.846,0.1736780,4,OK,58.203,-129.595,-1122.846,OK,9.351,-131.662,-1113.143,OK,-42.838,-110.794,-1114.427,OK,-71.227,-156.884,-1085.658
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821353,1696194889.218946860,1,OK,71.3096701,-61.2462566,-68.1935938,57.654,-129.538,-1122.121,0.1727537,4,OK,57.642,-129.454,-1122.127,OK,8.610,-130.270,-1113.177,OK,-43.048,-108.208,-1115.487,OK,-72.982,-153.346,-1086.763
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821356,1696194889.268946860,1,OK,71.4054092,-64.6479058,-68.5719251,55.835,-131.243,-1120.081,0.1645940,4,OK,55.814,-131.165,-1120.106,OK,6.574,-132.231,-1112.207,OK,-44.905,-109.825,-1114.476,OK,-75.597,-156.336,-1088.953
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821359,1696194889.318946860,1,OK,69.4209572,-66.5092180,-66.6568219,52.698,-132.307,-1118.055,0.1577796,4,OK,52.671,-132.233,-1118.058,OK,3.432,-133.365,-1110.140,OK,-47.935,-110.679,-1111.473,OK,-78.756,-157.933,-1087.537
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821362,1696194889.368946860,1,OK,67.1791085,-68.0852383,-65.2065229,46.242,-133.255,-1115.809,0.1595268,4,OK,46.214,-133.184,-1115.846,OK,-3.056,-133.761,-1107.904,OK,-54.045,-110.243,-1108.700,OK,-85.628,-157.680,-1086.182
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821365,1696194889.418946860,1,OK,64.7027748,-69.5344137,-62.9000476,36.936,-134.151,-1112.906,0.1492864,4,OK,36.911,-134.088,-1112.934,OK,-12.356,-134.597,-1104.878,OK,-63.198,-110.795,-1104.822,OK,-94.971,-158.679,-1083.598
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821368,1696194889.468946860,1,OK,65.5046924,-68.3663146,-63.8779315,24.978,-133.869,-1110.129,0.1499279,4,OK,24.956,-133.802,-1110.163,OK,-24.285,-134.051,-1101.938,OK,-75.085,-110.158,-1102.237,OK,-106.895,-157.513,-1079.915
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821371,1696194889.518946860,1,OK,62.4250745,-69.3136012,-61.4164796,11.066,-133.587,-1107.256,0.1536812,4,OK,11.047,-133.521,-1107.291,OK,-38.144,-133.276,-1098.730,OK,-88.606,-108.684,-1098.175,OK,-120.920,-156.091,-1076.660
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821374,1696194889.568946860,1,OK,57.3423276,-68.9777954,-58.0835957,-4.952,-132.796,-1104.115,0.1523932,4,OK,-4.970,-132.724,-1104.094,OK,-53.942,-130.859,-1094.652,OK,-103.501,-104.538,-1092.806,OK,-136.961,-150.932,-1070.856
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821377,1696194889.618946860,1,OK,57.0781781,-67.5641749,-58.1173560,-24.150,-132.259,-1099.942,0.1537046,4,OK,-24.171,-132.189,-1099.946,OK,-72.986,-129.860,-1089.842,OK,-122.394,-103.250,-1087.944,OK,-155.811,-149.006,-1064.586
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821380,1696194889.668946860,1,OK,57.8419141,-67.2527618,-57.6941153,-44.864,-131.980,-1094.962,0.1526238,4,OK,-44.876,-131.911,-1094.988,OK,-93.681,-130.527,-1084.575,OK,-143.611,-104.925,-1082.530,OK,-175.981,-151.262,-1058.859
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821383,1696194889.718946860,1,OK,56.8783880,-66.2372489,-56.7236314,-66.195,-132.077,-1089.608,0.1505225,4,OK,-66.213,-132.007,-1089.630,OK,-114.844,-130.442,-1078.507,OK,-164.708,-104.756,-1075.983,OK,-196.770,-150.770,-1051.302
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821386,1696194889.768946860,1,OK,55.4402701,-65.8988253,-55.1242761,-87.747,-132.791,-1083.953,0.1490372,4,OK,-87.766,-132.722,-1083.981,OK,-136.255,-131.186,-1072.221,OK,-186.086,-105.533,-1069.042,OK,-217.819,-151.594,-1044.021
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821389,1696194889.818946860,1,OK,56.4099434,-65.0638884,-55.4585020,-109.380,-133.421,-1078.798,0.1457671,4,OK,-109.389,-133.350,-1078.833,OK,-157.833,-132.219,-1066.783,OK,-207.936,-107.115,-1063.638,OK,-238.987,-153.184,-1037.808
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821392,1696194889.868946860,1,Partially Out of Volume,57.4095473,-64.4636461,-55.8153786,-130.970,-133.360,-1074.247,0.1470282,4,OK,-130.979,-133.282,-1074.286,OK,-179.394,-132.609,-1062.070,OK,-229.766,-108.070,-1059.007,Used OOV,-260.202,-154.227,-1032.595
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821395,1696194889.918946860,1,Partially Out of Volume,58.8442131,-64.5814400,-57.0198376,-153.146,-132.514,-1070.352,0.1422620,4,OK,-153.160,-132.437,-1070.402,OK,-201.678,-132.015,-1058.584,OK,-252.222,-107.796,-1056.053,Used OOV,-282.609,-154.031,-1029.778
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821398,1696194889.968946860,1,Partially Out of Volume,59.0379292,-63.5119761,-57.0281624,-174.166,-131.806,-1066.934,0.1439794,4,OK,-174.183,-131.725,-1066.990,OK,-222.577,-131.271,-1054.706,Used OOV,-273.176,-107.184,-1052.081,Used OOV,-303.176,-153.077,-1024.779
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821401,1696194890.018946855,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,OK,-194.090,-131.253,-1063.668,OK,-242.399,-131.442,-1051.069,Used OOV,-293.268,-108.014,-1048.066,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821404,1696194890.068916952,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,OK,-213.318,-131.712,-1060.590,Used OOV,-261.456,-132.847,-1047.374,Used OOV,-312.767,-110.495,-1043.894,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821407,1696194890.118916953,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821410,1696194890.168541830,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821413,1696194890.218354266,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821416,1696194890.268260485,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821419,1696194890.318213595,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821422,1696194890.368190150,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821425,1696194890.418178426,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821428,1696194890.468172566,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821431,1696194890.518169635,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,Saturated,-214.713,-136.422,-1063.045,Saturated,-262.733,-138.398,-1049.795,Saturated,-314.486,-117.131,-1046.580,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821434,1696194890.568668172,1,Too Few Markers,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,-3.697314E28,0.0000000,4,Saturated,-193.916,-135.802,-1067.934,Saturated,-241.830,-137.695,-1054.129,Saturated,-293.573,-116.341,-1050.477,Missing,-3.697314E28,-3.697314E28,-3.697314E28
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821437,1696194890.618917440,1,Partially Out of Volume,60.2046931,-62.0005246,-53.6975017,-173.153,-135.328,-1073.504,0.1505167,4,OK,-173.181,-135.251,-1073.562,OK,-220.995,-138.139,-1059.513,Used OOV,-273.088,-117.713,-1055.239,Used OOV,-298.698,-165.367,-1026.485
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821440,1696194890.668952480,1,Partially Out of Volume,60.4330954,-62.2059956,-53.9941876,-152.802,-134.629,-1079.838,0.1488651,4,OK,-152.830,-134.550,-1079.883,OK,-200.701,-137.447,-1066.060,OK,-252.803,-116.985,-1061.923,Used OOV,-278.539,-164.681,-1033.363
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821443,1696194890.718952479,1,Partially Out of Volume,60.2682794,-61.3467930,-54.4534499,-132.871,-133.984,-1086.540,0.1563645,4,OK,-132.888,-133.905,-1086.579,OK,-180.726,-136.124,-1072.544,OK,-232.629,-115.066,-1068.485,Used OOV,-258.713,-162.095,-1039.102
