Tools,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,Frame,Time [sec],Face,State,Rz,Ry,Rx,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821446,1696194890.768952479,1,OK,61.5279218,-60.9721344,-55.7988127,-114.055,-133.558,-1093.021,0.1590980,4,OK,-114.070,-133.474,-1093.051,OK,-161.993,-135.622,-1079.345,OK,-213.962,-114.583,-1075.844,OK,-240.177,-161.315,-1046.111
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821449,1696194890.818952479,1,OK,63.6281708,-60.8981775,-57.8725079,-95.820,-133.397,-1098.866,0.1633710,4,OK,-95.835,-133.318,-1098.912,OK,-143.937,-135.569,-1085.868,OK,-196.067,-114.773,-1083.371,OK,-222.503,-161.368,-1053.597
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821452,1696194890.868952480,1,OK,65.2002237,-60.4664918,-58.9123423,-77.210,-133.121,-1104.361,0.1575569,4,OK,-77.221,-133.038,-1104.383,OK,-125.372,-135.721,-1091.610,OK,-177.738,-115.502,-1089.526,OK,-203.775,-162.080,-1059.384
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821455,1696194890.918952480,1,OK,69.0313034,-60.3551520,-62.0709936,-57.979,-132.645,-1109.616,0.1646497,4,OK,-57.986,-132.559,-1109.657,OK,-106.366,-136.008,-1097.979,OK,-159.158,-116.772,-1097.444,OK,-185.054,-163.462,-1067.357
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821458,1696194890.968952479,1,OK,71.0020197,-58.7849039,-64.6217352,-37.293,-131.730,-1115.337,0.1719573,4,OK,-37.301,-131.634,-1115.341,OK,-85.815,-134.534,-1104.244,OK,-138.537,-115.071,-1104.891,OK,-164.996,-160.633,-1073.566
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821461,1696194891.018952478,1,OK,74.7173346,-58.9571289,-69.1085934,-17.263,-131.655,-1120.089,0.1703471,4,OK,-17.260,-131.555,-1120.115,OK,-66.193,-134.254,-1110.874,OK,-118.795,-114.710,-1113.808,OK,-146.602,-159.915,-1083.151
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821464,1696194891.068952478,1,OK,75.7459218,-59.7642186,-71.4249192,2.884,-132.122,-1124.302,0.1650039,4,OK,2.880,-132.027,-1124.328,OK,-46.287,-133.962,-1116.254,OK,-98.471,-113.516,-1120.258,OK,-127.736,-158.487,-1090.653
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821467,1696194891.118952478,1,OK,73.5501828,-60.0367083,-69.9772279,22.675,-132.758,-1127.852,0.1755300,4,OK,22.674,-132.663,-1127.859,OK,-26.427,-133.866,-1119.302,OK,-78.315,-112.499,-1122.549,OK,-107.983,-157.257,-1092.959
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821470,1696194891.168952478,1,OK,74.2548714,-62.4496636,-70.5981925,39.400,-134.000,-1129.215,0.1626928,4,OK,39.397,-133.913,-1129.237,OK,-9.857,-135.553,-1121.498,OK,-61.727,-114.216,-1124.825,OK,-91.719,-160.160,-1097.510
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821473,1696194891.218952478,1,OK,72.7083990,-63.6416363,-69.7916286,54.731,-134.298,-1129.878,0.1622790,4,OK,54.715,-134.215,-1129.887,OK,5.451,-135.312,-1122.188,OK,-46.103,-113.145,-1125.024,OK,-76.728,-159.248,-1098.703
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821476,1696194891.268952478,1,OK,72.7330900,-64.8144997,-70.3388883,68.513,-134.243,-1130.646,0.1635766,4,OK,68.491,-134.164,-1130.660,OK,19.148,-134.988,-1123.453,OK,-32.188,-112.343,-1126.418,OK,-63.443,-158.677,-1101.248
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821479,1696194891.318952478,1,OK,73.1171758,-65.3555752,-71.4130290,80.945,-133.947,-1131.712,0.1643163,4,OK,80.925,-133.866,-1131.716,OK,31.499,-134.237,-1125.047,OK,-19.567,-111.034,-1128.368,OK,-51.549,-157.209,-1103.836
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821482,1696194891.368952478,1,OK,72.8326755,-65.9156301,-71.1738275,91.730,-133.765,-1132.790,0.1668376,4,OK,91.699,-133.684,-1132.805,OK,42.279,-134.066,-1126.165,OK,-8.762,-110.767,-1129.348,OK,-40.815,-157.143,-1105.313
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821485,1696194891.418952478,1,OK,72.8734855,-66.6472922,-71.2322748,103.247,-133.675,-1135.041,0.1580648,4,OK,103.229,-133.599,-1135.061,OK,53.759,-134.031,-1128.618,OK,2.747,-110.705,-1131.737,OK,-29.418,-157.349,-1108.401
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821488,1696194891.468952478,1,OK,73.3747794,-65.5344570,-72.2684991,114.915,-133.445,-1138.011,0.1681078,4,OK,114.893,-133.369,-1138.027,OK,65.435,-133.285,-1131.663,OK,14.593,-109.618,-1135.334,OK,-17.977,-155.542,-1111.072
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821491,1696194891.518952478,1,OK,73.4400313,-64.4661757,-72.4189573,126.435,-133.514,-1141.321,0.1757827,4,OK,126.420,-133.431,-1141.311,OK,76.990,-133.188,-1134.820,OK,26.150,-109.507,-1138.643,OK,-6.379,-154.949,-1113.406
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821494,1696194891.568952478,1,OK,73.6881539,-63.5206693,-72.9740858,137.262,-133.512,-1144.669,0.1789651,4,OK,137.246,-133.429,-1144.656,OK,87.830,-132.858,-1138.154,OK,37.086,-109.023,-1142.343,OK,4.366,-153.890,-1116.315
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821497,1696194891.618932451,1,OK,73.4651883,-63.1304600,-72.5061074,148.244,-133.743,-1147.842,0.1820883,4,OK,148.224,-133.656,-1147.818,OK,98.856,-133.228,-1141.081,OK,47.993,-109.584,-1145.097,OK,15.577,-154.408,-1118.652
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821500,1696194891.668932451,1,OK,72.6399204,-62.8736380,-72.0255850,160.133,-134.370,-1151.166,0.1925266,4,OK,160.108,-134.285,-1151.129,OK,110.788,-133.494,-1144.181,OK,60.069,-109.490,-1148.008,OK,27.473,-154.034,-1121.245
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821503,1696194891.718932451,1,OK,71.8001014,-63.0312468,-71.7390956,171.755,-135.337,-1154.700,0.1957425,4,OK,171.732,-135.249,-1154.657,OK,122.430,-133.984,-1147.656,OK,71.953,-109.446,-1151.323,OK,38.937,-153.746,-1124.662
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821506,1696194891.768932451,1,OK,70.5831875,-63.6481344,-70.6975127,184.272,-136.972,-1158.593,0.1911544,4,OK,184.246,-136.887,-1158.549,OK,134.981,-135.466,-1151.317,OK,84.609,-110.635,-1154.455,OK,51.507,-155.099,-1128.232
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821509,1696194891.818932451,1,OK,69.6804280,-63.9145268,-70.1046667,196.323,-138.950,-1162.412,0.1871653,4,OK,196.291,-138.870,-1162.372,OK,147.051,-137.165,-1154.981,OK,96.848,-111.990,-1157.852,OK,63.540,-156.402,-1131.799
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821512,1696194891.868932451,1,OK,69.7735303,-64.8138435,-70.6459827,207.768,-141.177,-1166.466,0.1927168,4,OK,207.743,-141.093,-1166.421,OK,158.437,-139.156,-1159.473,OK,108.443,-113.581,-1162.465,OK,74.586,-158.113,-1137.310
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821515,1696194891.918932451,1,OK,70.7511129,-65.3279922,-71.7688298,219.389,-143.899,-1170.461,0.1862682,4,OK,219.359,-143.822,-1170.412,OK,169.990,-141.872,-1163.993,OK,120.036,-116.260,-1167.372,OK,85.900,-160.895,-1142.846
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821518,1696194891.968932451,1,OK,72.7368090,-65.8760081,-73.2372278,231.402,-147.099,-1174.484,0.1846518,4,OK,231.366,-147.019,-1174.449,OK,181.893,-145.670,-1168.629,OK,131.722,-120.598,-1172.546,OK,97.767,-165.763,-1148.719
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821521,1696194892.018932455,1,OK,76.6475749,-66.6624275,-76.0790153,243.728,-150.718,-1178.937,0.1672769,4,OK,243.698,-150.644,-1178.934,OK,194.069,-150.449,-1174.156,OK,143.449,-126.531,-1179.088,OK,110.007,-172.619,-1156.408
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821524,1696194892.068932455,1,OK,77.6921707,-67.8398630,-76.5458468,256.552,-154.411,-1184.210,0.1655559,4,OK,256.522,-154.337,-1184.203,OK,206.850,-154.771,-1179.810,OK,156.012,-131.295,-1184.667,OK,122.927,-178.157,-1163.147
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821527,1696194892.118932456,1,OK,74.3103562,-67.9447275,-73.7136642,270.035,-157.960,-1190.109,0.1704401,4,OK,270.016,-157.888,-1190.109,OK,220.403,-157.696,-1184.819,OK,169.819,-133.505,-1188.659,OK,136.500,-180.088,-1166.838
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821530,1696194892.168911638,1,OK,69.9382321,-67.7300419,-70.4914975,283.218,-161.849,-1196.413,0.1802018,4,OK,283.192,-161.775,-1196.382,OK,233.738,-160.405,-1190.112,OK,183.686,-134.967,-1192.751,OK,149.706,-180.826,-1170.337
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821533,1696194892.218911638,1,OK,67.5207421,-67.3894184,-69.1805259,295.028,-165.182,-1203.331,0.1778503,4,OK,295.010,-165.118,-1203.322,OK,245.654,-162.671,-1196.487,OK,196.120,-136.197,-1198.724,OK,161.424,-181.292,-1175.845
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821536,1696194892.268911638,1,Partially Out of Volume,65.2089927,-67.5977376,-67.6170033,305.751,-168.526,-1209.672,0.1825065,4,Used OOV,305.718,-168.458,-1209.646,OK,256.470,-165.332,-1202.431,OK,207.343,-138.081,-1204.039,OK,172.161,-182.825,-1181.214
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821539,1696194892.318911638,1,Partially Out of Volume,63.2690109,-68.1232008,-65.9083190,315.419,-171.491,-1215.145,0.1778977,4,Used OOV,315.385,-171.428,-1215.125,OK,266.198,-168.080,-1207.543,OK,217.237,-140.515,-1208.507,OK,181.926,-185.334,-1186.057
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821542,1696194892.368911639,1,Partially Out of Volume,64.7265968,-69.1253908,-67.4621512,323.211,-173.331,-1219.819,0.1819776,4,Used OOV,323.180,-173.263,-1219.792,OK,273.869,-170.020,-1213.006,OK,224.928,-142.439,-1214.453,OK,189.256,-187.517,-1193.100
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821545,1696194892.418911638,1,Partially Out of Volume,67.6306642,-69.7853379,-70.1217432,329.805,-174.717,-1222.646,0.1717888,4,Used OOV,329.785,-174.655,-1222.637,OK,280.310,-171.776,-1216.761,OK,231.210,-144.565,-1219.087,OK,195.458,-189.968,-1198.616
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821548,1696194892.468911638,1,Partially Out of Volume,69.4950977,-70.4423714,-71.8361917,335.595,-175.326,-1224.242,0.1727347,4,Used OOV,335.568,-175.262,-1224.222,OK,286.019,-172.643,-1219.031,OK,236.826,-145.630,-1221.818,OK,200.999,-191.327,-1202.155
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821551,1696194892.518911638,1,Partially Out of Volume,69.6247325,-71.7304432,-72.1285152,341.240,-176.089,-1224.759,0.1727958,4,Used OOV,341.223,-176.028,-1224.731,OK,291.609,-173.382,-1219.970,OK,242.520,-146.182,-1222.651,OK,206.414,-192.179,-1204.266
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821554,1696194892.568890832,1,Partially Out of Volume,69.4956578,-72.2707495,-72.3519322,346.763,-177.117,-1224.688,0.1737903,4,Used OOV,346.749,-177.055,-1224.657,OK,297.123,-174.156,-1220.099,OK,248.218,-146.638,-1222.761,OK,211.752,-192.574,-1204.922
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821557,1696194892.618890833,1,Partially Out of Volume,69.2384613,-72.1339699,-72.8468048,351.757,-178.342,-1224.238,0.1695694,4,Used OOV,351.745,-178.283,-1224.223,OK,302.149,-174.728,-1219.714,OK,253.603,-146.609,-1222.576,OK,216.531,-192.019,-1204.653
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821560,1696194892.668890832,1,Partially Out of Volume,69.0257439,-72.0480664,-73.0475360,355.220,-179.533,-1223.731,0.1748674,4,Used OOV,355.210,-179.470,-1223.706,Used OOV,305.649,-175.573,-1219.254,OK,257.284,-147.105,-1222.167,OK,219.886,-192.219,-1204.182
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821563,1696194892.718890832,1,Partially Out of Volume,69.4837471,-71.8494838,-73.6444672,356.625,-180.031,-1223.054,0.1701354,4,Used OOV,356.626,-179.969,-1223.042,Used OOV,307.046,-175.951,-1218.666,OK,258.751,-147.414,-1221.812,OK,221.229,-192.372,-1203.697
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821566,1696194892.768890832,1,Partially Out of Volume,70.1701217,-71.6392393,-74.2861642,356.314,-179.526,-1222.298,0.1750712,4,Used OOV,356.293,-179.462,-1222.277,Used OOV,306.729,-175.492,-1218.040,OK,258.409,-147.029,-1221.407,OK,220.895,-191.968,-1203.153
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821569,1696194892.818890832,1,Partially Out of Volume,70.0686587,-72.0905638,-73.9517710,354.501,-178.253,-1220.998,0.1727623,4,Used OOV,354.488,-178.193,-1220.980,Used OOV,304.891,-174.443,-1216.750,OK,256.459,-146.136,-1219.942,OK,219.123,-191.352,-1202.091
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821572,1696194892.868890833,1,Partially Out of Volume,70.7011706,-72.5933695,-74.3827918,351.610,-176.390,-1219.697,0.1721820,4,Used OOV,351.594,-176.331,-1219.671,OK,301.969,-172.799,-1215.690,OK,253.442,-144.661,-1218.898,OK,216.186,-190.153,-1201.577
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821575,1696194892.918890832,1,Partially Out of Volume,71.4225288,-72.8081365,-74.7957611,348.068,-174.755,-1217.958,0.1671016,4,Used OOV,348.051,-174.696,-1217.947,OK,298.381,-171.458,-1214.074,OK,249.722,-143.595,-1217.393,OK,212.678,-189.338,-1200.326
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821578,1696194892.968890832,1,Partially Out of Volume,72.3023494,-72.8673211,-75.3530890,343.106,-173.231,-1215.614,0.1647722,4,Used OOV,343.094,-173.174,-1215.620,OK,293.383,-170.228,-1211.853,OK,244.577,-142.671,-1215.352,OK,207.746,-188.639,-1198.401
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821581,1696194893.018890834,1,Partially Out of Volume,73.3367655,-72.6628235,-75.9279966,336.576,-171.934,-1212.899,0.1640130,4,Used OOV,336.570,-171.874,-1212.893,OK,286.828,-169.339,-1209.260,OK,237.784,-142.211,-1212.936,OK,201.315,-188.410,-1195.855
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821584,1696194893.068890834,1,Partially Out of Volume,73.5499880,-72.4616409,-75.5933486,327.134,-169.803,-1209.430,0.1644754,4,Used OOV,327.124,-169.748,-1209.439,OK,277.370,-167.657,-1205.637,OK,228.068,-140.998,-1209.292,OK,192.090,-187.486,-1191.982
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821587,1696194893.118890834,1,Partially Out of Volume,75.7350945,-71.5546463,-76.8308070,314.108,-166.124,-1206.012,0.1666349,4,Used OOV,314.086,-166.059,-1206.029,OK,264.308,-164.800,-1202.352,OK,214.563,-139.076,-1206.574,OK,179.348,-185.879,-1188.550
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821590,1696194893.168890834,1,OK,74.9904685,-70.4950264,-75.9493779,297.866,-162.471,-1201.774,0.1627489,4,OK,297.842,-162.408,-1201.778,OK,248.123,-161.156,-1197.688,OK,198.266,-135.589,-1201.829,OK,163.302,-182.128,-1182.699
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821593,1696194893.218890834,1,OK,73.6727224,-70.0676405,-73.9504708,277.692,-157.414,-1196.557,0.1639626,4,OK,277.668,-157.349,-1196.547,OK,227.994,-156.575,-1191.833,OK,177.839,-131.508,-1195.382,OK,143.596,-178.313,-1175.602
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821596,1696194893.268912350,1,OK,75.1140361,-69.4684260,-75.2683766,254.353,-151.537,-1190.566,0.1660421,4,OK,254.336,-151.466,-1190.562,OK,204.641,-150.820,-1186.092,OK,154.410,-125.981,-1190.190,OK,120.206,-172.665,-1170.002
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821599,1696194893.318912350,1,OK,73.5673326,-68.1596873,-74.3041940,229.272,-145.372,-1184.035,0.1694287,4,OK,229.244,-145.295,-1184.035,OK,179.642,-143.998,-1178.983,OK,129.642,-118.675,-1182.992,OK,95.147,-164.545,-1161.448
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821602,1696194893.368912350,1,OK,70.9721899,-68.7278964,-71.3368112,202.354,-139.259,-1177.113,0.1680598,4,OK,202.325,-139.190,-1177.112,OK,152.798,-138.107,-1171.287,OK,102.673,-112.875,-1174.163,OK,68.654,-159.178,-1152.803
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821605,1696194893.418912350,1,OK,67.7258039,-71.1829890,-67.3512849,174.088,-134.449,-1169.093,0.1615287,4,OK,174.064,-134.388,-1169.102,OK,124.541,-134.011,-1162.845,OK,74.214,-109.125,-1164.176,OK,40.761,-156.708,-1144.851
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821608,1696194893.468931074,1,OK,64.5692582,-72.4442186,-63.3402551,145.852,-131.309,-1160.493,0.1558352,4,OK,145.829,-131.252,-1160.516,OK,96.361,-131.617,-1153.662,OK,45.763,-107.306,-1153.757,OK,13.079,-155.795,-1135.463
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821611,1696194893.518931074,1,OK,64.6917939,-72.9309608,-62.3323875,118.479,-129.919,-1152.233,0.1520285,4,OK,118.449,-129.860,-1152.251,OK,69.009,-131.230,-1145.365,OK,17.969,-107.888,-1145.157,OK,-13.780,-157.159,-1127.313
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821614,1696194893.568931074,1,OK,69.1523142,-73.5209293,-65.0310612,92.862,-130.525,-1145.079,0.1426408,4,OK,92.834,-130.468,-1145.111,OK,43.352,-133.473,-1139.019,OK,-8.414,-111.846,-1139.588,OK,-38.829,-162.177,-1122.472
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821617,1696194893.618931074,1,OK,75.5147670,-72.8946826,-71.1402297,70.161,-132.273,-1138.956,0.1525256,4,OK,70.142,-132.207,-1139.020,OK,20.539,-135.561,-1134.078,OK,-31.373,-114.434,-1136.473,OK,-61.814,-164.685,-1119.157
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821620,1696194893.668931074,1,OK,77.2719674,-72.0190930,-73.5469615,51.128,-135.183,-1133.738,0.1410563,4,OK,51.105,-135.115,-1133.791,OK,1.438,-137.921,-1129.261,OK,-50.248,-116.373,-1132.456,OK,-81.314,-165.996,-1114.525
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821623,1696194893.718931074,1,OK,78.6229276,-72.6713278,-74.7763770,37.164,-138.697,-1130.282,0.1362338,4,OK,37.148,-138.621,-1130.335,OK,-12.558,-141.632,-1126.268,OK,-64.275,-120.228,-1129.699,OK,-95.349,-170.095,-1112.533
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821626,1696194893.768931074,1,OK,76.0414885,-71.9134372,-72.8806554,26.184,-142.503,-1127.744,0.1390392,4,OK,26.168,-142.428,-1127.799,OK,-23.519,-144.721,-1123.071,OK,-74.977,-122.646,-1126.080,OK,-106.502,-171.910,-1107.983
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821629,1696194893.818931074,1,OK,76.7419281,-70.4957473,-74.4571951,17.486,-145.568,-1126.543,0.1397714,4,OK,17.471,-145.492,-1126.598,OK,-32.244,-146.976,-1121.964,OK,-83.394,-124.281,-1125.698,OK,-115.658,-172.618,-1106.413
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821632,1696194893.868931074,1,OK,78.8392381,-69.0123000,-76.9035821,11.015,-146.933,-1126.813,0.1448311,4,OK,11.005,-146.851,-1126.878,OK,-38.745,-148.048,-1122.639,OK,-89.789,-125.302,-1127.482,OK,-122.419,-172.955,-1107.125
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821635,1696194893.918931074,1,OK,80.1004588,-68.0524042,-78.1241829,6.413,-147.099,-1128.459,0.1419937,4,OK,6.401,-147.015,-1128.526,OK,-43.358,-148.246,-1124.494,OK,-94.430,-125.720,-1129.972,OK,-127.062,-173.055,-1108.921
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821638,1696194893.968931074,1,OK,80.9159697,-67.9627801,-78.5716440,3.564,-147.412,-1130.221,0.1434790,4,OK,3.553,-147.331,-1130.291,OK,-46.209,-148.898,-1126.378,OK,-97.424,-126.739,-1132.044,OK,-129.773,-174.264,-1110.981
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821641,1696194894.018931074,1,OK,81.6530283,-67.6284679,-79.1491137,2.419,-147.714,-1132.048,0.1521852,4,OK,2.406,-147.629,-1132.136,OK,-47.353,-149.354,-1128.312,OK,-98.636,-127.421,-1134.294,OK,-130.883,-174.908,-1113.029
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821644,1696194894.068931074,1,OK,81.3332595,-66.5690391,-78.4969005,2.242,-147.862,-1133.980,0.1465557,4,OK,2.230,-147.776,-1134.053,OK,-47.486,-149.682,-1129.889,OK,-98.929,-128.098,-1135.854,OK,-130.790,-175.362,-1113.524
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821647,1696194894.118931074,1,OK,81.3633539,-66.4273800,-78.8703209,2.036,-148.062,-1135.443,0.1471317,4,OK,2.024,-147.974,-1135.507,OK,-47.716,-149.603,-1131.472,OK,-99.013,-127.740,-1137.598,OK,-131.194,-174.788,-1115.195
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821650,1696194894.168931074,1,OK,81.4459796,-66.1142714,-78.9543760,1.192,-148.397,-1135.977,0.1550274,4,OK,1.183,-148.313,-1136.063,OK,-48.547,-149.912,-1131.949,OK,-99.868,-128.108,-1138.224,OK,-132.036,-175.020,-1115.561
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821653,1696194894.218931074,1,OK,81.9309854,-65.3031796,-79.1256895,0.220,-148.519,-1136.268,0.1504636,4,OK,0.213,-148.435,-1136.346,OK,-49.501,-150.261,-1132.195,OK,-100.955,-128.845,-1138.709,OK,-132.845,-175.614,-1115.356
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821656,1696194894.268931074,1,OK,82.6563908,-64.8546863,-79.6931129,-0.586,-148.406,-1136.707,0.1546725,4,OK,-0.598,-148.320,-1136.795,OK,-50.312,-150.299,-1132.755,OK,-101.821,-129.133,-1139.624,OK,-133.612,-175.812,-1115.985
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821659,1696194894.318931074,1,OK,82.6278087,-65.0431407,-79.9107050,-0.706,-148.004,-1137.120,0.1456948,4,OK,-0.719,-147.915,-1137.190,OK,-50.451,-149.719,-1133.306,OK,-101.857,-128.320,-1140.176,OK,-133.877,-174.948,-1116.743
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821662,1696194894.368931074,1,OK,82.4290475,-65.3435313,-79.4650860,-1.097,-147.658,-1137.238,0.1363858,4,OK,-1.110,-147.571,-1137.299,OK,-50.826,-149.568,-1133.321,OK,-102.332,-128.331,-1139.918,OK,-134.113,-175.187,-1116.675
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821665,1696194894.418931074,1,OK,83.3240554,-65.5392381,-80.1075020,-1.757,-147.522,-1136.948,0.1439801,4,OK,-1.768,-147.435,-1137.015,OK,-51.499,-149.716,-1133.275,OK,-103.075,-128.725,-1140.093,OK,-134.727,-175.839,-1117.132
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821668,1696194894.468931074,1,OK,83.2500805,-65.4486008,-80.0332513,-1.713,-147.574,-1136.501,0.1506872,4,OK,-1.728,-147.487,-1136.580,OK,-51.450,-149.755,-1132.769,OK,-103.027,-128.770,-1139.606,OK,-134.674,-175.848,-1116.551
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821671,1696194894.518931074,1,OK,83.7435995,-65.4875741,-80.5046675,-1.970,-147.824,-1136.065,0.1476340,4,OK,-1.983,-147.734,-1136.143,OK,-51.720,-150.063,-1132.513,OK,-103.291,-129.140,-1139.513,OK,-134.969,-176.249,-1116.586
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821674,1696194894.568931074,1,OK,83.9267797,-65.4440093,-80.6442864,-2.160,-148.000,-1135.865,0.1462901,4,OK,-2.173,-147.912,-1135.941,OK,-51.907,-150.283,-1132.360,OK,-103.501,-129.419,-1139.422,OK,-135.147,-176.537,-1116.484
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821677,1696194894.618931074,1,OK,83.9487905,-65.3423840,-80.4899146,-2.600,-148.100,-1135.641,0.1507509,4,OK,-2.610,-148.014,-1135.726,OK,-52.341,-150.518,-1132.051,OK,-104.000,-129.809,-1139.101,OK,-135.478,-176.984,-1116.043
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821680,1696194894.668931074,1,OK,84.1338930,-65.2960554,-80.7911927,-2.676,-147.929,-1135.756,0.1471529,4,OK,-2.691,-147.843,-1135.836,OK,-52.423,-150.260,-1132.278,OK,-104.034,-129.488,-1139.445,OK,-135.646,-176.588,-1116.404
1,Port 0x01: seife seife-3dcc4401-1  s/n:3DCC4401,1419821683,1696194894.718931074,1,OK,84.0936051,-65.1368372,-80.7389988,-2.834,-147.761,-1135.929,0.1551710,4,OK,-2.844,-147.675,-1136.023,OK,-52.582,-150.092,-1132.387,OK,-104.199,-129.344,-1139.604,OK,-135.787,-176.382,-1116.416
